action,sample_id,input_path,split,source
thumbup,hand-7-1380__Cam_5,./dataset/multiview3d_blender/thumbup/hand-7-1380/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (96),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (96).npy,train,original_3d
the-finger,the-finger-set2 (96)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (96)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (96)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (96)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (96)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (96)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (96)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (96)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger (50),./dataset/skeleton_final_v2/the-finger/the-finger (50).npy,train,original_3d
the-finger,the-finger (50)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger (50)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger (50)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger (50)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger (50)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger (50)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger (50)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger (50)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors (218),./dataset/skeleton_final_v2/scissors/scissors (218).npy,train,original_3d
scissors,scissors (218)__Cam_0,./dataset/multiview3d_blender/scissors/scissors (218)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors (218)__Cam_2,./dataset/multiview3d_blender/scissors/scissors (218)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors (218)__Cam_4,./dataset/multiview3d_blender/scissors/scissors (218)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors (218)__Cam_5,./dataset/multiview3d_blender/scissors/scissors (218)/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_3972,./dataset/skeleton_final_v2/ok/ok_3972.npy,train,original_3d
ok,ok_3972__Cam_0,./dataset/multiview3d_blender/ok/ok_3972/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_3972__Cam_2,./dataset/multiview3d_blender/ok/ok_3972/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_3972__Cam_4,./dataset/multiview3d_blender/ok/ok_3972/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_3972__Cam_5,./dataset/multiview3d_blender/ok/ok_3972/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (522),./dataset/skeleton_final_v2/ok/ok_Set2_ (522).npy,train,original_3d
ok,ok_Set2_ (522)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (522)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (522)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (522)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (522)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (522)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (522)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (522)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors (418),./dataset/skeleton_final_v2/scissors/scissors (418).npy,train,original_3d
scissors,scissors (418)__Cam_0,./dataset/multiview3d_blender/scissors/scissors (418)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors (418)__Cam_2,./dataset/multiview3d_blender/scissors/scissors (418)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors (418)__Cam_4,./dataset/multiview3d_blender/scissors/scissors (418)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors (418)__Cam_5,./dataset/multiview3d_blender/scissors/scissors (418)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_6826,./dataset/skeleton_final_v2/thumbdown/thumbdown_6826.npy,train,original_3d
thumbdown,thumbdown_6826__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_6826/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_6826__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_6826/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_6826__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_6826/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_6826__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_6826/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_2926,./dataset/skeleton_final_v2/ok/ok_2926.npy,train,original_3d
ok,ok_2926__Cam_0,./dataset/multiview3d_blender/ok/ok_2926/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_2926__Cam_2,./dataset/multiview3d_blender/ok/ok_2926/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_2926__Cam_4,./dataset/multiview3d_blender/ok/ok_2926/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_2926__Cam_5,./dataset/multiview3d_blender/ok/ok_2926/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_2482,./dataset/skeleton_final_v2/ok/ok_2482.npy,train,original_3d
ok,ok_2482__Cam_0,./dataset/multiview3d_blender/ok/ok_2482/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_2482__Cam_2,./dataset/multiview3d_blender/ok/ok_2482/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_2482__Cam_4,./dataset/multiview3d_blender/ok/ok_2482/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_2482__Cam_5,./dataset/multiview3d_blender/ok/ok_2482/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup_1710,./dataset/skeleton_final_v2/thumbup/thumbup_1710.npy,train,original_3d
thumbup,thumbup_1710__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_1710/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup_1710__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_1710/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup_1710__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_1710/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup_1710__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_1710/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (243),./dataset/skeleton_final_v2/paper/paper-set2 (243).npy,train,original_3d
paper,paper-set2 (243)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (243)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (243)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (243)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (243)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (243)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (243)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (243)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_7435,./dataset/skeleton_final_v2/thumbdown/thumbdown_7435.npy,train,original_3d
thumbdown,thumbdown_7435__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_7435/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_7435__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_7435/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_7435__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_7435/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_7435__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_7435/Cam_5.npy,train,multiview3d_Cam_5
rock,rock-set2 (199),./dataset/skeleton_final_v2/rock/rock-set2 (199).npy,train,original_3d
rock,rock-set2 (199)__Cam_0,./dataset/multiview3d_blender/rock/rock-set2 (199)/Cam_0.npy,train,multiview3d_Cam_0
rock,rock-set2 (199)__Cam_2,./dataset/multiview3d_blender/rock/rock-set2 (199)/Cam_2.npy,train,multiview3d_Cam_2
rock,rock-set2 (199)__Cam_4,./dataset/multiview3d_blender/rock/rock-set2 (199)/Cam_4.npy,train,multiview3d_Cam_4
rock,rock-set2 (199)__Cam_5,./dataset/multiview3d_blender/rock/rock-set2 (199)/Cam_5.npy,train,multiview3d_Cam_5
rock,rock-set2 (23),./dataset/skeleton_final_v2/rock/rock-set2 (23).npy,train,original_3d
rock,rock-set2 (23)__Cam_0,./dataset/multiview3d_blender/rock/rock-set2 (23)/Cam_0.npy,train,multiview3d_Cam_0
rock,rock-set2 (23)__Cam_2,./dataset/multiview3d_blender/rock/rock-set2 (23)/Cam_2.npy,train,multiview3d_Cam_2
rock,rock-set2 (23)__Cam_4,./dataset/multiview3d_blender/rock/rock-set2 (23)/Cam_4.npy,train,multiview3d_Cam_4
rock,rock-set2 (23)__Cam_5,./dataset/multiview3d_blender/rock/rock-set2 (23)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_721,./dataset/skeleton_final_v2/paper/paper_721.npy,train,original_3d
paper,paper_721__Cam_0,./dataset/multiview3d_blender/paper/paper_721/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_721__Cam_2,./dataset/multiview3d_blender/paper/paper_721/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_721__Cam_4,./dataset/multiview3d_blender/paper/paper_721/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_721__Cam_5,./dataset/multiview3d_blender/paper/paper_721/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (282),./dataset/skeleton_final_v2/scissors/scissors-set2 (282).npy,train,original_3d
scissors,scissors-set2 (282)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (282)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (282)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (282)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (282)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (282)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (282)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (282)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup_1630,./dataset/skeleton_final_v2/thumbup/thumbup_1630.npy,train,original_3d
thumbup,thumbup_1630__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup_1630/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup_1630__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup_1630/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup_1630__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup_1630/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup_1630__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup_1630/Cam_5.npy,train,multiview3d_Cam_5
paper,paper (164),./dataset/skeleton_final_v2/paper/paper (164).npy,train,original_3d
paper,paper (164)__Cam_0,./dataset/multiview3d_blender/paper/paper (164)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper (164)__Cam_2,./dataset/multiview3d_blender/paper/paper (164)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper (164)__Cam_4,./dataset/multiview3d_blender/paper/paper (164)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper (164)__Cam_5,./dataset/multiview3d_blender/paper/paper (164)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,hand-7-1680,./dataset/skeleton_final_v2/thumbdown/hand-7-1680.npy,train,original_3d
thumbdown,hand-7-1680__Cam_0,./dataset/multiview3d_blender/thumbdown/hand-7-1680/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,hand-7-1680__Cam_2,./dataset/multiview3d_blender/thumbdown/hand-7-1680/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,hand-7-1680__Cam_4,./dataset/multiview3d_blender/thumbdown/hand-7-1680/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,hand-7-1680__Cam_5,./dataset/multiview3d_blender/thumbdown/hand-7-1680/Cam_5.npy,train,multiview3d_Cam_5
ok,ok (28),./dataset/skeleton_final_v2/ok/ok (28).npy,train,original_3d
ok,ok (28)__Cam_0,./dataset/multiview3d_blender/ok/ok (28)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok (28)__Cam_2,./dataset/multiview3d_blender/ok/ok (28)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok (28)__Cam_4,./dataset/multiview3d_blender/ok/ok (28)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok (28)__Cam_5,./dataset/multiview3d_blender/ok/ok (28)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (176),./dataset/skeleton_final_v2/scissors/scissors-set2 (176).npy,train,original_3d
scissors,scissors-set2 (176)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (176)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (176)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (176)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (176)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (176)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (176)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (176)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_3767,./dataset/skeleton_final_v2/paper/paper_3767.npy,train,original_3d
paper,paper_3767__Cam_0,./dataset/multiview3d_blender/paper/paper_3767/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_3767__Cam_2,./dataset/multiview3d_blender/paper/paper_3767/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_3767__Cam_4,./dataset/multiview3d_blender/paper/paper_3767/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_3767__Cam_5,./dataset/multiview3d_blender/paper/paper_3767/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (111),./dataset/skeleton_final_v2/paper/paper-set2 (111).npy,train,original_3d
paper,paper-set2 (111)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (111)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (111)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (111)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (111)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (111)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (111)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (111)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (263),./dataset/skeleton_final_v2/paper/paper-set2 (263).npy,train,original_3d
paper,paper-set2 (263)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (263)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (263)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (263)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (263)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (263)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (263)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (263)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_3635,./dataset/skeleton_final_v2/paper/paper_3635.npy,train,original_3d
paper,paper_3635__Cam_0,./dataset/multiview3d_blender/paper/paper_3635/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_3635__Cam_2,./dataset/multiview3d_blender/paper/paper_3635/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_3635__Cam_4,./dataset/multiview3d_blender/paper/paper_3635/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_3635__Cam_5,./dataset/multiview3d_blender/paper/paper_3635/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (444),./dataset/skeleton_final_v2/scissors/scissors-set2 (444).npy,train,original_3d
scissors,scissors-set2 (444)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (444)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (444)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (444)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (444)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (444)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (444)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (444)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper (21),./dataset/skeleton_final_v2/paper/paper (21).npy,train,original_3d
paper,paper (21)__Cam_0,./dataset/multiview3d_blender/paper/paper (21)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper (21)__Cam_2,./dataset/multiview3d_blender/paper/paper (21)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper (21)__Cam_4,./dataset/multiview3d_blender/paper/paper (21)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper (21)__Cam_5,./dataset/multiview3d_blender/paper/paper (21)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors_6374,./dataset/skeleton_final_v2/scissors/scissors_6374.npy,train,original_3d
scissors,scissors_6374__Cam_0,./dataset/multiview3d_blender/scissors/scissors_6374/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors_6374__Cam_2,./dataset/multiview3d_blender/scissors/scissors_6374/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors_6374__Cam_4,./dataset/multiview3d_blender/scissors/scissors_6374/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors_6374__Cam_5,./dataset/multiview3d_blender/scissors/scissors_6374/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors-set2 (562),./dataset/skeleton_final_v2/scissors/scissors-set2 (562).npy,train,original_3d
scissors,scissors-set2 (562)__Cam_0,./dataset/multiview3d_blender/scissors/scissors-set2 (562)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors-set2 (562)__Cam_2,./dataset/multiview3d_blender/scissors/scissors-set2 (562)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors-set2 (562)__Cam_4,./dataset/multiview3d_blender/scissors/scissors-set2 (562)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors-set2 (562)__Cam_5,./dataset/multiview3d_blender/scissors/scissors-set2 (562)/Cam_5.npy,train,multiview3d_Cam_5
scissors,scissors (421),./dataset/skeleton_final_v2/scissors/scissors (421).npy,train,original_3d
scissors,scissors (421)__Cam_0,./dataset/multiview3d_blender/scissors/scissors (421)/Cam_0.npy,train,multiview3d_Cam_0
scissors,scissors (421)__Cam_2,./dataset/multiview3d_blender/scissors/scissors (421)/Cam_2.npy,train,multiview3d_Cam_2
scissors,scissors (421)__Cam_4,./dataset/multiview3d_blender/scissors/scissors (421)/Cam_4.npy,train,multiview3d_Cam_4
scissors,scissors (421)__Cam_5,./dataset/multiview3d_blender/scissors/scissors (421)/Cam_5.npy,train,multiview3d_Cam_5
paper,paper-set2 (362),./dataset/skeleton_final_v2/paper/paper-set2 (362).npy,train,original_3d
paper,paper-set2 (362)__Cam_0,./dataset/multiview3d_blender/paper/paper-set2 (362)/Cam_0.npy,train,multiview3d_Cam_0
paper,paper-set2 (362)__Cam_2,./dataset/multiview3d_blender/paper/paper-set2 (362)/Cam_2.npy,train,multiview3d_Cam_2
paper,paper-set2 (362)__Cam_4,./dataset/multiview3d_blender/paper/paper-set2 (362)/Cam_4.npy,train,multiview3d_Cam_4
paper,paper-set2 (362)__Cam_5,./dataset/multiview3d_blender/paper/paper-set2 (362)/Cam_5.npy,train,multiview3d_Cam_5
thumbdown,thumbdown_6440,./dataset/skeleton_final_v2/thumbdown/thumbdown_6440.npy,train,original_3d
thumbdown,thumbdown_6440__Cam_0,./dataset/multiview3d_blender/thumbdown/thumbdown_6440/Cam_0.npy,train,multiview3d_Cam_0
thumbdown,thumbdown_6440__Cam_2,./dataset/multiview3d_blender/thumbdown/thumbdown_6440/Cam_2.npy,train,multiview3d_Cam_2
thumbdown,thumbdown_6440__Cam_4,./dataset/multiview3d_blender/thumbdown/thumbdown_6440/Cam_4.npy,train,multiview3d_Cam_4
thumbdown,thumbdown_6440__Cam_5,./dataset/multiview3d_blender/thumbdown/thumbdown_6440/Cam_5.npy,train,multiview3d_Cam_5
ok,ok_Set2_ (234),./dataset/skeleton_final_v2/ok/ok_Set2_ (234).npy,train,original_3d
ok,ok_Set2_ (234)__Cam_0,./dataset/multiview3d_blender/ok/ok_Set2_ (234)/Cam_0.npy,train,multiview3d_Cam_0
ok,ok_Set2_ (234)__Cam_2,./dataset/multiview3d_blender/ok/ok_Set2_ (234)/Cam_2.npy,train,multiview3d_Cam_2
ok,ok_Set2_ (234)__Cam_4,./dataset/multiview3d_blender/ok/ok_Set2_ (234)/Cam_4.npy,train,multiview3d_Cam_4
ok,ok_Set2_ (234)__Cam_5,./dataset/multiview3d_blender/ok/ok_Set2_ (234)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger-set2 (440),./dataset/skeleton_final_v2/the-finger/the-finger-set2 (440).npy,train,original_3d
the-finger,the-finger-set2 (440)__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger-set2 (440)/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger-set2 (440)__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger-set2 (440)/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger-set2 (440)__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger-set2 (440)/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger-set2 (440)__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger-set2 (440)/Cam_5.npy,train,multiview3d_Cam_5
the-finger,the-finger_5374,./dataset/skeleton_final_v2/the-finger/the-finger_5374.npy,train,original_3d
the-finger,the-finger_5374__Cam_0,./dataset/multiview3d_blender/the-finger/the-finger_5374/Cam_0.npy,train,multiview3d_Cam_0
the-finger,the-finger_5374__Cam_2,./dataset/multiview3d_blender/the-finger/the-finger_5374/Cam_2.npy,train,multiview3d_Cam_2
the-finger,the-finger_5374__Cam_4,./dataset/multiview3d_blender/the-finger/the-finger_5374/Cam_4.npy,train,multiview3d_Cam_4
the-finger,the-finger_5374__Cam_5,./dataset/multiview3d_blender/the-finger/the-finger_5374/Cam_5.npy,train,multiview3d_Cam_5
paper,paper_7946,./dataset/skeleton_final_v2/paper/paper_7946.npy,train,original_3d
paper,paper_7946__Cam_0,./dataset/multiview3d_blender/paper/paper_7946/Cam_0.npy,train,multiview3d_Cam_0
paper,paper_7946__Cam_2,./dataset/multiview3d_blender/paper/paper_7946/Cam_2.npy,train,multiview3d_Cam_2
paper,paper_7946__Cam_4,./dataset/multiview3d_blender/paper/paper_7946/Cam_4.npy,train,multiview3d_Cam_4
paper,paper_7946__Cam_5,./dataset/multiview3d_blender/paper/paper_7946/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (17),./dataset/skeleton_final_v2/thumbup/thumbup (17).npy,train,original_3d
thumbup,thumbup (17)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (17)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (17)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (17)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (17)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (17)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (17)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (17)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (380),./dataset/skeleton_final_v2/thumbup/thumbup (380).npy,train,original_3d
thumbup,thumbup (380)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (380)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (380)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (380)/Cam_2.npy,train,multiview3d_Cam_2
thumbup,thumbup (380)__Cam_4,./dataset/multiview3d_blender/thumbup/thumbup (380)/Cam_4.npy,train,multiview3d_Cam_4
thumbup,thumbup (380)__Cam_5,./dataset/multiview3d_blender/thumbup/thumbup (380)/Cam_5.npy,train,multiview3d_Cam_5
thumbup,thumbup (116),./dataset/skeleton_final_v2/thumbup/thumbup (116).npy,train,original_3d
thumbup,thumbup (116)__Cam_0,./dataset/multiview3d_blender/thumbup/thumbup (116)/Cam_0.npy,train,multiview3d_Cam_0
thumbup,thumbup (116)__Cam_2,./dataset/multiview3d_blender/thumbup/thumbup (116)/Cam_2.npy,train,multiview3d_Cam_2
