action,sample_id,split,orig_input_path,cam_0_path,cam_1_path,cam_2_path,cam_3_path,cam_4_path,cam_5_path,cam_6_path,cam_7_path
thumbup,thumbup (152),train,./dataset/skeleton_final_v2/thumbup/thumbup (152).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (152)_cam7.npy
thumbdown,thumbdown (339),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (339).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (339)_cam7.npy
ok,ok_Set2_ (527),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (527).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (527)_cam7.npy
thumbup,thumbup (26),train,./dataset/skeleton_final_v2/thumbup/thumbup (26).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (26)_cam7.npy
thumbup,thumbup_6790,train,./dataset/skeleton_final_v2/thumbup/thumbup_6790.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_6790_cam7.npy
paper,paper_392,train,./dataset/skeleton_final_v2/paper/paper_392.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_392_cam7.npy
paper,paper_1033,train,./dataset/skeleton_final_v2/paper/paper_1033.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_1033_cam7.npy
thumbdown,thumbdown_4400,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_4400.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_4400_cam7.npy
rock,rock (190),train,./dataset/skeleton_final_v2/rock/rock (190).npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock (190)_cam7.npy
ok,ok_Set2_ (274),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (274).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (274)_cam7.npy
paper,paper-set2 (208),train,./dataset/skeleton_final_v2/paper/paper-set2 (208).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (208)_cam7.npy
the-finger,the-finger_7092,train,./dataset/skeleton_final_v2/the-finger/the-finger_7092.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_7092_cam7.npy
scissors,scissors-set2 (528),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (528).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (528)_cam7.npy
the-finger,the-finger_5849,train,./dataset/skeleton_final_v2/the-finger/the-finger_5849.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam0.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam1.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam2.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam3.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam4.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam5.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam6.npy,./dataset/salux_multiview3d_8cam_front/the-finger/the-finger_5849_cam7.npy
ok,ok_Set2_ (295),train,./dataset/skeleton_final_v2/ok/ok_Set2_ (295).npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_Set2_ (295)_cam7.npy
thumbup,thumbup (28),train,./dataset/skeleton_final_v2/thumbup/thumbup (28).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (28)_cam7.npy
thumbup,hand-10-25,train,./dataset/skeleton_final_v2/thumbup/hand-10-25.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/hand-10-25_cam7.npy
paper,paper-set2 (498),train,./dataset/skeleton_final_v2/paper/paper-set2 (498).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (498)_cam7.npy
thumbdown,thumbdown (340),train,./dataset/skeleton_final_v2/thumbdown/thumbdown (340).npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown (340)_cam7.npy
paper,paper_3808,train,./dataset/skeleton_final_v2/paper/paper_3808.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3808_cam7.npy
ok,ok_2850,train,./dataset/skeleton_final_v2/ok/ok_2850.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_2850_cam7.npy
paper,paper_3813,train,./dataset/skeleton_final_v2/paper/paper_3813.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper_3813_cam7.npy
scissors,scissors-set2 (192),train,./dataset/skeleton_final_v2/scissors/scissors-set2 (192).npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors-set2 (192)_cam7.npy
ok,ok_9262,train,./dataset/skeleton_final_v2/ok/ok_9262.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_9262_cam7.npy
thumbup,thumbup (464),train,./dataset/skeleton_final_v2/thumbup/thumbup (464).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (464)_cam7.npy
ok,ok_7690,train,./dataset/skeleton_final_v2/ok/ok_7690.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam0.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam1.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam2.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam3.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam4.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam5.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam6.npy,./dataset/salux_multiview3d_8cam_front/ok/ok_7690_cam7.npy
thumbdown,thumbdown_5350,train,./dataset/skeleton_final_v2/thumbdown/thumbdown_5350.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbdown/thumbdown_5350_cam7.npy
thumbup,thumbup (470),train,./dataset/skeleton_final_v2/thumbup/thumbup (470).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (470)_cam7.npy
thumbup,thumbup (290),train,./dataset/skeleton_final_v2/thumbup/thumbup (290).npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup (290)_cam7.npy
scissors,scissors_454,train,./dataset/skeleton_final_v2/scissors/scissors_454.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam0.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam1.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam2.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam3.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam4.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam5.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam6.npy,./dataset/salux_multiview3d_8cam_front/scissors/scissors_454_cam7.npy
thumbup,thumbup_9302,train,./dataset/skeleton_final_v2/thumbup/thumbup_9302.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam0.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam1.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam2.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam3.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam4.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam5.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam6.npy,./dataset/salux_multiview3d_8cam_front/thumbup/thumbup_9302_cam7.npy
rock,rock-set2 (514),train,./dataset/skeleton_final_v2/rock/rock-set2 (514).npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam0.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam1.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam2.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam3.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam4.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam5.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam6.npy,./dataset/salux_multiview3d_8cam_front/rock/rock-set2 (514)_cam7.npy
paper,paper-set2 (384),train,./dataset/skeleton_final_v2/paper/paper-set2 (384).npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam0.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam1.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam2.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam3.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam4.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam5.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam6.npy,./dataset/salux_multiview3d_8cam_front/paper/paper-set2 (384)_cam7.npy
